"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20190410","중앙선","지평","64","43","20190413"
"20190410","중앙선","용문","2958","2938","20190413"
"20190410","중앙선","원덕","389","356","20190413"
"20190410","중앙선","양평","3117","3267","20190413"
"20190410","중앙선","오빈","321","295","20190413"
"20190410","중앙선","아신","748","766","20190413"
"20190410","중앙선","국수","908","787","20190413"
"20190410","중앙선","신원","176","161","20190413"
"20190410","중앙선","양수","1857","1842","20190413"
"20190410","중앙선","운길산","692","649","20190413"
"20190410","중앙선","팔당","715","675","20190413"
"20190410","중앙선","도심","3196","2504","20190413"
"20190410","중앙선","덕소","6826","6805","20190413"
"20190410","중앙선","양정","997","842","20190413"
"20190410","중앙선","도농","11225","9823","20190413"
"20190410","중앙선","구리","15804","16277","20190413"
"20190410","중앙선","양원","2034","2185","20190413"
"20190410","중앙선","망우","8940","8815","20190413"
"20190410","중앙선","상봉(시외버스터미널)","6218","5935","20190413"
"20190410","중앙선","중랑","6488","6075","20190413"
"20190410","중앙선","회기","34970","34242","20190413"
"20190410","장항선","신창(순천향대)","3160","2924","20190413"
"20190410","장항선","온양온천","4520","4592","20190413"
"20190410","장항선","배방","1052","1016","20190413"
"20190410","장항선","아산","3395","2857","20190413"
"20190410","장항선","쌍용(나사렛대)","3355","3090","20190413"
"20190410","장항선","봉명","1551","1500","20190413"
"20190410","일산선","대화","17204","13356","20190413"
"20190410","일산선","주엽","11233","11787","20190413"
"20190410","일산선","정발산","8831","9260","20190413"
"20190410","일산선","마두","9577","10049","20190413"
"20190410","일산선","백석","12517","12376","20190413"
"20190410","일산선","대곡","2059","1599","20190413"
"20190410","일산선","화정","21980","22795","20190413"
"20190410","일산선","원당","13458","12884","20190413"
"20190410","일산선","삼송","18887","17918","20190413"
"20190410","일산선","원흥","10079","9261","20190413"
"20190410","우이신설선","신설동","2277","2353","20190413"
"20190410","우이신설선","보문","1857","1961","20190413"
"20190410","우이신설선","성신여대입구(돈암)","4133","4466","20190413"
"20190410","우이신설선","정릉","4929","4550","20190413"
"20190410","우이신설선","북한산보국문","7111","6576","20190413"
"20190410","우이신설선","솔샘","6429","6080","20190413"
"20190410","우이신설선","삼양사거리","2626","2679","20190413"
"20190410","우이신설선","삼양","2242","2446","20190413"
"20190410","우이신설선","화계","3576","3442","20190413"
"20190410","우이신설선","가오리","4582","4510","20190413"
"20190410","우이신설선","4.19민주묘지","4252","4270","20190413"
"20190410","우이신설선","솔밭공원","2589","2507","20190413"
"20190410","우이신설선","북한산우이","2698","2380","20190413"
"20190410","안산선","수리산","5109","3861","20190413"
"20190410","안산선","오이도","11400","10999","20190413"
"20190410","안산선","정왕","10724","11297","20190413"
"20190410","안산선","신길온천","1956","1726","20190413"
"20190410","안산선","안산","15075","13402","20190413"
"20190410","안산선","초지","5463","5953","20190413"
"20190410","안산선","고잔","9809","9437","20190413"
"20190410","안산선","중앙","19037","20457","20190413"
"20190410","안산선","한대앞","10553","10417","20190413"
"20190410","안산선","상록수","24085","23906","20190413"
"20190410","안산선","반월","5129","4862","20190413"
"20190410","안산선","대야미","5193","4688","20190413"
"20190410","안산선","산본","20402","21898","20190413"
"20190410","수인선","인천","998","1818","20190413"
"20190410","수인선","신포","2214","2210","20190413"
"20190410","수인선","숭의","4300","4138","20190413"
"20190410","수인선","인하대","8071","7664","20190413"
"20190410","수인선","송도","3253","3012","20190413"
"20190410","수인선","연수","5852","5832","20190413"
"20190410","수인선","원인재","5228","5276","20190413"
"20190410","수인선","남동인더스파크","2651","2911","20190413"
"20190410","수인선","호구포","4200","4224","20190413"
"20190410","수인선","인천논현","6977","7385","20190413"
"20190410","수인선","소래포구","4872","4424","20190413"
"20190410","수인선","월곶","3030","2800","20190413"
"20190410","수인선","달월","101","68","20190413"
"20190410","분당선","매교","3028","3064","20190413"
"20190410","분당선","수원시청","12284","13655","20190413"
"20190410","분당선","매탄권선","5381","5258","20190413"
"20190410","분당선","망포","16432","15349","20190413"
"20190410","분당선","영통","11200","11807","20190413"
"20190410","분당선","청명","5467","4954","20190413"
"20190410","분당선","상갈","6726","6212","20190413"
"20190410","분당선","기흥","12809","12441","20190413"
"20190410","분당선","신갈","5483","5363","20190413"
"20190410","분당선","구성","5907","5881","20190413"
"20190410","분당선","죽전","18938","20768","20190413"
"20190410","분당선","보정","3248","2757","20190413"
"20190410","분당선","이매","7116","6553","20190413"
"20190410","분당선","오리","14681","12235","20190413"
"20190410","분당선","미금","19888","21281","20190413"
"20190410","분당선","정자","20223","21742","20190413"
"20190410","분당선","수내","15900","16022","20190413"
"20190410","분당선","서현","30614","31112","20190413"
"20190410","분당선","야탑","32522","32067","20190413"
"20190410","분당선","모란","24596","24760","20190413"
"20190410","분당선","태평","15738","15423","20190413"
"20190410","분당선","가천대","14863","16530","20190413"
"20190410","분당선","선정릉","9721","10579","20190413"
"20190410","분당선","강남구청","11253","12834","20190413"
"20190410","분당선","압구정로데오","17503","19771","20190413"
"20190410","분당선","서울숲","9436","9479","20190413"
"20190410","분당선","수원","10249","6843","20190413"
"20190410","분당선","수서","15801","16013","20190413"
"20190410","분당선","대모산입구","3866","3491","20190413"
"20190410","분당선","개포동","3995","4149","20190413"
"20190410","분당선","구룡","2216","2125","20190413"
"20190410","분당선","도곡","8075","8221","20190413"
"20190410","분당선","한티","15999","17309","20190413"
"20190410","분당선","선릉","13303","22912","20190413"
"20190410","과천선","범계","32750","32417","20190413"
"20190410","과천선","평촌","20845","20379","20190413"
"20190410","과천선","인덕원","30062","30755","20190413"
"20190410","과천선","정부과천청사","16100","15771","20190413"
"20190410","과천선","과천","5942","5255","20190413"
"20190410","과천선","대공원","4204","4463","20190413"
"20190410","과천선","경마공원","3130","3046","20190413"
"20190410","과천선","선바위","11103","9066","20190413"
"20190410","공항철도 1호선","영종","2624","2637","20190413"
"20190410","공항철도 1호선","인천공항2터미널","5489","4676","20190413"
"20190410","공항철도 1호선","인천공항1터미널","15026","14868","20190413"
"20190410","공항철도 1호선","공항화물청사","2872","3203","20190413"
"20190410","공항철도 1호선","운서","7168","7255","20190413"
"20190410","공항철도 1호선","청라국제도시","7384","6827","20190413"
"20190410","공항철도 1호선","검암","9057","8635","20190413"
"20190410","공항철도 1호선","계양","12585","11599","20190413"
"20190410","공항철도 1호선","김포공항","10384","7586","20190413"
"20190410","공항철도 1호선","마곡나루","6416","5585","20190413"
"20190410","공항철도 1호선","디지털미디어시티","15093","13361","20190413"
"20190410","공항철도 1호선","홍대입구","11291","11590","20190413"
"20190410","공항철도 1호선","공덕","2527","3319","20190413"
"20190410","공항철도 1호선","서울역","12396","10076","20190413"
"20190410","경춘선","춘천","1990","1762","20190413"
"20190410","경춘선","남춘천","2686","2784","20190413"
"20190410","경춘선","김유정","560","675","20190413"
"20190410","경춘선","강촌","581","517","20190413"
"20190410","경춘선","백양리","75","72","20190413"
"20190410","경춘선","굴봉산","88","145","20190413"
"20190410","경춘선","가평","1774","1822","20190413"
"20190410","경춘선","상천","273","245","20190413"
"20190410","경춘선","청평","1850","1813","20190413"
"20190410","경춘선","대성리","463","406","20190413"
"20190410","경춘선","마석","4348","4318","20190413"
"20190410","경춘선","천마산","1818","1691","20190413"
"20190410","경춘선","평내호평","6723","6635","20190413"
"20190410","경춘선","금곡","1814","1747","20190413"
"20190410","경춘선","사릉","4084","3997","20190413"
"20190410","경춘선","퇴계원","4126","3856","20190413"
"20190410","경춘선","별내","2722","2633","20190413"
"20190410","경춘선","갈매","3230","2701","20190413"
"20190410","경춘선","신내","949","1049","20190413"
"20190410","경인선","도화","4868","4374","20190413"
"20190410","경인선","중동","11443","10682","20190413"
"20190410","경인선","온수(성공회대입구)","9044","9024","20190413"
"20190410","경인선","도원","4620","4778","20190413"
"20190410","경인선","간석","7482","7196","20190413"
"20190410","경인선","부개","11044","10316","20190413"
"20190410","경인선","소사","12823","12147","20190413"
"20190410","경인선","구일","9944","10121","20190413"
"20190410","경인선","인천","3760","2772","20190413"
"20190410","경인선","동인천","18444","17717","20190413"
"20190410","경인선","제물포","13997","13028","20190413"
"20190410","경인선","주안","26869","24729","20190413"
"20190410","경인선","동암","19600","19880","20190413"
"20190410","경인선","백운","9900","9705","20190413"
"20190410","경인선","부평","38655","41948","20190413"
"20190410","경인선","송내","37711","37833","20190413"
"20190410","경인선","부천","43258","43599","20190413"
"20190410","경인선","역곡","37020","36392","20190413"
"20190410","경인선","오류동","13817","12905","20190413"
"20190410","경인선","개봉","27733","27581","20190413"
"20190410","경의선","김포공항","1","0","20190413"
"20190410","경의선","문산","5844","5761","20190413"
"20190410","경의선","파주","2643","1962","20190413"
"20190410","경의선","월롱","3606","3424","20190413"
"20190410","경의선","금촌","7605","7425","20190413"
"20190410","경의선","금릉","5264","5420","20190413"
"20190410","경의선","운정","6754","6426","20190413"
"20190410","경의선","야당","5826","5612","20190413"
"20190410","경의선","탄현","8962","8563","20190413"
"20190410","경의선","일산","10948","10708","20190413"
"20190410","경의선","풍산","5983","5538","20190413"
"20190410","경의선","백마","8161","7695","20190413"
"20190410","경의선","곡산","665","667","20190413"
"20190410","경의선","능곡","4445","3948","20190413"
"20190410","경의선","행신","9194","8863","20190413"
"20190410","경의선","강매","3504","2979","20190413"
"20190410","경의선","화전","4352","3825","20190413"
"20190410","경의선","수색","2620","2772","20190413"
"20190410","경의선","디지털미디어시티","2421","2301","20190413"
"20190410","경의선","가좌","6228","5706","20190413"
"20190410","경의선","홍대입구","1932","2265","20190413"
"20190410","경의선","서강대","2704","2692","20190413"
"20190410","경의선","공덕","4031","3462","20190413"
"20190410","경의선","효창공원앞","3370","3555","20190413"
"20190410","경의선","신촌","1167","1493","20190413"
"20190410","경의선","서울역","4489","6004","20190413"
"20190410","경원선","소요산","2880","2173","20190413"
"20190410","경원선","동두천","2719","2958","20190413"
"20190410","경원선","보산","1702","1572","20190413"
"20190410","경원선","동두천중앙","4065","4051","20190413"
"20190410","경원선","지행","8284","8183","20190413"
"20190410","경원선","덕정","8214","8028","20190413"
"20190410","경원선","덕계","2534","2222","20190413"
"20190410","경원선","양주","9901","8899","20190413"
"20190410","경원선","녹양","5768","5316","20190413"
"20190410","경원선","가능","7949","7568","20190413"
"20190410","경원선","의정부","21304","21954","20190413"
"20190410","경원선","회룡","14765","14228","20190413"
"20190410","경원선","망월사","12110","12043","20190413"
"20190410","경원선","도봉산","7718","4737","20190413"
"20190410","경원선","도봉","7245","6927","20190413"
"20190410","경원선","방학","11416","11154","20190413"
"20190410","경원선","녹천","5952","4915","20190413"
"20190410","경원선","월계","9287","8353","20190413"
"20190410","경원선","광운대","12376","11993","20190413"
"20190410","경원선","석계","10900","12300","20190413"
"20190410","경원선","신이문","10506","9482","20190413"
"20190410","경원선","외대앞","12657","12450","20190413"
"20190410","경원선","청량리(서울시립대입구)","15756","17333","20190413"
"20190410","경원선","왕십리(성동구청)","18039","19035","20190413"
"20190410","경원선","응봉","2133","1894","20190413"
"20190410","경원선","옥수","46","23","20190413"
"20190410","경원선","한남","4916","4693","20190413"
"20190410","경원선","서빙고","2277","2195","20190413"
"20190410","경원선","이촌(국립중앙박물관)","4764","3632","20190413"
"20190410","경부선","광명","2996","2342","20190413"
"20190410","경부선","서동탄","1955","1681","20190413"
"20190410","경부선","당정","8996","8580","20190413"
"20190410","경부선","천안","8305","6893","20190413"
"20190410","경부선","두정","7429","8559","20190413"
"20190410","경부선","직산","968","1034","20190413"
"20190410","경부선","성환","7193","6729","20190413"
"20190410","경부선","평택","14581","14390","20190413"
"20190410","경부선","지제","2718","2634","20190413"
"20190410","경부선","서정리","6365","6040","20190413"
"20190410","경부선","송탄","5250","5001","20190413"
"20190410","경부선","진위","2035","1803","20190413"
"20190410","경부선","오산","11126","10747","20190413"
"20190410","경부선","오산대","4439","4319","20190413"
"20190410","경부선","세마","3330","3025","20190413"
"20190410","경부선","병점","19973","19939","20190413"
"20190410","경부선","세류","4047","3773","20190413"
"20190410","경부선","독산","19951","21045","20190413"
"20190410","경부선","수원","47142","49943","20190413"
"20190410","경부선","화서","9754","9638","20190413"
"20190410","경부선","성균관대","18883","18192","20190413"
"20190410","경부선","의왕","10862","10591","20190413"
"20190410","경부선","군포","8872","8569","20190413"
"20190410","경부선","금정","30761","31095","20190413"
"20190410","경부선","명학","12773","12985","20190413"
"20190410","경부선","안양","33329","32994","20190413"
"20190410","경부선","관악","9628","8995","20190413"
"20190410","경부선","석수","13541","11891","20190413"
"20190410","경부선","금천구청","14251","13859","20190413"
"20190410","경부선","가산디지털단지","20394","23493","20190413"
"20190410","경부선","구로","23389","24063","20190413"
"20190410","경부선","신길","11564","9618","20190413"
"20190410","경부선","신도림","4269","4405","20190413"
"20190410","경부선","영등포","47063","49054","20190413"
"20190410","경부선","대방","16901","17298","20190413"
"20190410","경부선","노량진","12714","12338","20190413"
"20190410","경부선","용산","37378","38262","20190413"
"20190410","경부선","남영","13464","14447","20190413"
"20190410","경부선","서울역","5606","1388","20190413"
"20190410","경강선","여주","2717","2439","20190413"
"20190410","경강선","세종대왕릉","256","263","20190413"
"20190410","경강선","부발","1951","1791","20190413"
"20190410","경강선","이천","2648","2791","20190413"
"20190410","경강선","신둔도예촌","1546","1281","20190413"
"20190410","경강선","곤지암","2495","2389","20190413"
"20190410","경강선","초월","2980","2928","20190413"
"20190410","경강선","경기광주","7745","7387","20190413"
"20190410","경강선","삼동","2426","2111","20190413"
"20190410","경강선","이매","1327","1174","20190413"
"20190410","경강선","판교","4377","4281","20190413"
"20190410","9호선2~3단계","중앙보훈병원","8236","7468","20190413"
"20190410","9호선2~3단계","둔촌오륜","1165","1086","20190413"
"20190410","9호선2~3단계","올림픽공원(한국체대)","5163","5304","20190413"
"20190410","9호선2~3단계","한성백제","2149","1964","20190413"
"20190410","9호선2~3단계","송파나루","4009","4254","20190413"
"20190410","9호선2~3단계","석촌","7257","5690","20190413"
"20190410","9호선2~3단계","석촌고분","5191","5210","20190413"
"20190410","9호선2~3단계","삼전","5515","5596","20190413"
"20190410","9호선2~3단계","종합운동장","5177","4681","20190413"
"20190410","9호선2~3단계","봉은사","18044","18013","20190413"
"20190410","9호선2~3단계","삼성중앙","6872","7092","20190413"
"20190410","9호선2~3단계","선정릉","10015","10668","20190413"
"20190410","9호선2~3단계","언주","10395","10319","20190413"
"20190410","9호선","신논현","34996","35321","20190413"
"20190410","9호선","사평","3758","3646","20190413"
"20190410","9호선","고속터미널","12711","18267","20190413"
"20190410","9호선","신반포","3391","3419","20190413"
"20190410","9호선","구반포","3577","3797","20190413"
"20190410","9호선","동작(현충원)","3570","3011","20190413"
"20190410","9호선","흑석(중앙대입구)","12918","13050","20190413"
"20190410","9호선","노들","5233","4499","20190413"
"20190410","9호선","노량진","31944","32156","20190413"
"20190410","9호선","샛강","6356","6600","20190413"
"20190410","9호선","여의도","28280","28365","20190413"
"20190410","9호선","국회의사당","26486","24935","20190413"
"20190410","9호선","당산","22231","22012","20190413"
"20190410","9호선","선유도","8645","8464","20190413"
"20190410","9호선","신목동","4862","4392","20190413"
"20190410","9호선","염창","19678","19148","20190413"
"20190410","9호선","등촌","11862","12053","20190413"
"20190410","9호선","증미","8169","8171","20190413"
"20190410","9호선","가양","23934","23098","20190413"
"20190410","9호선","양천향교","10306","10727","20190413"
"20190410","9호선","마곡나루","11006","10887","20190413"
"20190410","9호선","신방화","8343","8204","20190413"
"20190410","9호선","공항시장","3288","3739","20190413"
"20190410","9호선","김포공항","9531","12371","20190413"
"20190410","9호선","개화","8335","5233","20190413"
"20190410","8호선","모란","5017","3713","20190413"
"20190410","8호선","수진","6599","6149","20190413"
"20190410","8호선","신흥","5091","5598","20190413"
"20190410","8호선","단대오거리","13456","12545","20190413"
"20190410","8호선","남한산성입구(성남법원.검찰청)","17854","16842","20190413"
"20190410","8호선","산성","6626","6450","20190413"
"20190410","8호선","복정","14236","12036","20190413"
"20190410","8호선","장지","21071","19984","20190413"
"20190410","8호선","문정","23721","24795","20190413"
"20190410","8호선","가락시장","8896","10413","20190413"
"20190410","8호선","송파","11051","10527","20190413"
"20190410","8호선","석촌","9494","11433","20190413"
"20190410","8호선","잠실(송파구청)","17773","20526","20190413"
"20190410","8호선","몽촌토성(평화의문)","7768","7948","20190413"
"20190410","8호선","강동구청","12431","12690","20190413"
"20190410","8호선","천호(풍납토성)","20396","23127","20190413"
"20190410","8호선","암사","22035","19249","20190413"
"20190410","7호선","부평구청","14264","11338","20190413"
"20190410","7호선","굴포천","10487","11228","20190413"
"20190410","7호선","삼산체육관","6173","5428","20190413"
"20190410","7호선","상동","16014","16788","20190413"
"20190410","7호선","부천시청","13980","14126","20190413"
"20190410","7호선","신중동","17240","17097","20190413"
"20190410","7호선","춘의","10951","10827","20190413"
"20190410","7호선","부천종합운동장","6506","5461","20190413"
"20190410","7호선","까치울","8813","8306","20190413"
"20190410","7호선","온수(성공회대입구)","14245","13708","20190413"
"20190410","7호선","천왕","11016","10096","20190413"
"20190410","7호선","광명사거리","30260","29062","20190413"
"20190410","7호선","철산","27768","28322","20190413"
"20190410","7호선","가산디지털단지","50304","51089","20190413"
"20190410","7호선","남구로","19070","20421","20190413"
"20190410","7호선","대림(구로구청)","10944","10877","20190413"
"20190410","7호선","신풍","13434","13036","20190413"
"20190410","7호선","보라매","11341","11502","20190413"
"20190410","7호선","신대방삼거리","20071","19367","20190413"
"20190410","7호선","장승배기","12608","12411","20190413"
"20190410","7호선","상도","14472","14492","20190413"
"20190410","7호선","숭실대입구(살피재)","20997","21060","20190413"
"20190410","7호선","남성","13991","13034","20190413"
"20190410","7호선","이수","18888","18356","20190413"
"20190410","7호선","내방","16986","17510","20190413"
"20190410","7호선","고속터미널","19655","18005","20190413"
"20190410","7호선","반포","7647","7417","20190413"
"20190410","7호선","논현","22899","25002","20190413"
"20190410","7호선","학동","25918","28291","20190413"
"20190410","7호선","강남구청","17557","19727","20190413"
"20190410","7호선","청담","23638","27151","20190413"
"20190410","7호선","뚝섬유원지","8245","7985","20190413"
"20190410","7호선","건대입구","17942","18451","20190413"
"20190410","7호선","어린이대공원(세종대)","20448","21447","20190413"
"20190410","7호선","군자(능동)","17130","13196","20190413"
"20190410","7호선","중곡","12185","11030","20190413"
"20190410","7호선","용마산","7499","6981","20190413"
"20190410","7호선","사가정","18403","18556","20190413"
"20190410","7호선","면목","20016","19410","20190413"
"20190410","7호선","상봉(시외버스터미널)","19388","18332","20190413"
"20190410","7호선","중화","13330","13121","20190413"
"20190410","7호선","먹골","11961","11760","20190413"
"20190410","7호선","태릉입구","11245","10672","20190413"
"20190410","7호선","공릉(서울과학기술대)","15711","15514","20190413"
"20190410","7호선","하계","22991","21766","20190413"
"20190410","7호선","중계","19359","18028","20190413"
"20190410","7호선","노원","23095","24508","20190413"
"20190410","7호선","마들","14195","13514","20190413"
"20190410","7호선","수락산","15036","14937","20190413"
"20190410","7호선","도봉산","11417","12809","20190413"
"20190410","7호선","장암","2786","852","20190413"
"20190410","6호선","봉화산(서울의료원)","12114","10733","20190413"
"20190410","6호선","화랑대(서울여대입구)","16176","12369","20190413"
"20190410","6호선","태릉입구","6553","8068","20190413"
"20190410","6호선","석계","15909","15990","20190413"
"20190410","6호선","돌곶이","10221","9725","20190413"
"20190410","6호선","상월곡(한국과학기술연구원)","7979","7812","20190413"
"20190410","6호선","월곡(동덕여대)","16182","15227","20190413"
"20190410","6호선","고려대(종암)","12296","12266","20190413"
"20190410","6호선","안암(고대병원앞)","18388","18280","20190413"
"20190410","6호선","보문","8846","8177","20190413"
"20190410","6호선","창신","4727","3933","20190413"
"20190410","6호선","동묘앞","9505","10291","20190413"
"20190410","6호선","신당","10673","11260","20190413"
"20190410","6호선","청구","4434","4892","20190413"
"20190410","6호선","약수","4499","4390","20190413"
"20190410","6호선","버티고개","2939","2709","20190413"
"20190410","6호선","한강진","9097","10482","20190413"
"20190410","6호선","이태원","13970","14948","20190413"
"20190410","6호선","녹사평(용산구청)","5694","5711","20190413"
"20190410","6호선","삼각지","7625","6653","20190413"
"20190410","6호선","효창공원앞","8921","8624","20190413"
"20190410","6호선","공덕","22599","22169","20190413"
"20190410","6호선","대흥(서강대앞)","11536","11995","20190413"
"20190410","6호선","광흥창(서강)","11570","11252","20190413"
"20190410","6호선","상수","11477","13053","20190413"
"20190410","6호선","합정","16334","14800","20190413"
"20190410","6호선","망원","15481","16659","20190413"
"20190410","6호선","마포구청","17268","15588","20190413"
"20190410","6호선","월드컵경기장(성산)","4916","5299","20190413"
"20190410","6호선","디지털미디어시티","16020","17761","20190413"
"20190410","6호선","증산(명지대앞)","12311","12099","20190413"
"20190410","6호선","새절(신사)","16996","16165","20190413"
"20190410","6호선","구산","9308","7013","20190413"
"20190410","6호선","연신내","1","0","20190413"
"20190410","6호선","독바위","3265","3347","20190413"
"20190410","6호선","불광","5708","5629","20190413"
"20190410","6호선","역촌","4579","5405","20190413"
"20190410","6호선","응암","20890","21051","20190413"
"20190410","5호선","마천","6163","6079","20190413"
"20190410","5호선","거여","9043","8340","20190413"
"20190410","5호선","개롱","8107","8378","20190413"
"20190410","5호선","오금","4562","4379","20190413"
"20190410","5호선","방이","8782","9140","20190413"
"20190410","5호선","올림픽공원(한국체대)","5349","4886","20190413"
"20190410","5호선","둔촌동","10267","10361","20190413"
"20190410","5호선","상일동","15425","12887","20190413"
"20190410","5호선","고덕","11479","11239","20190413"
"20190410","5호선","명일","9473","10037","20190413"
"20190410","5호선","굽은다리(강동구민회관앞)","11088","10559","20190413"
"20190410","5호선","길동","8597","9054","20190413"
"20190410","5호선","강동","23135","19784","20190413"
"20190410","5호선","천호(풍납토성)","21137","22457","20190413"
"20190410","5호선","광나루(장신대)","16687","14906","20190413"
"20190410","5호선","아차산(어린이대공원후문)","17359","16407","20190413"
"20190410","5호선","군자(능동)","12902","13860","20190413"
"20190410","5호선","장한평","21892","21913","20190413"
"20190410","5호선","답십리","19249","17590","20190413"
"20190410","5호선","마장","7659","7656","20190413"
"20190410","5호선","왕십리(성동구청)","5683","6368","20190413"
"20190410","5호선","행당","10110","9068","20190413"
"20190410","5호선","신금호","7777","7906","20190413"
"20190410","5호선","청구","4904","4422","20190413"
"20190410","5호선","동대문역사문화공원","3551","4160","20190413"
"20190410","5호선","을지로4가","5782","6278","20190413"
"20190410","5호선","종로3가","16821","16369","20190413"
"20190410","5호선","광화문(세종문화회관)","41380","43117","20190413"
"20190410","5호선","서대문","23721","24038","20190413"
"20190410","5호선","충정로(경기대입구)","5948","6073","20190413"
"20190410","5호선","애오개","8952","8991","20190413"
"20190410","5호선","공덕","17831","18892","20190413"
"20190410","5호선","마포","17683","17902","20190413"
"20190410","5호선","여의나루","13592","14999","20190413"
"20190410","5호선","여의도","31714","35088","20190413"
"20190410","5호선","신길","3981","4481","20190413"
"20190410","5호선","영등포시장","10890","11712","20190413"
"20190410","5호선","영등포구청","4285","4389","20190413"
"20190410","5호선","양평","8215","8032","20190413"
"20190410","5호선","오목교(목동운동장앞)","27034","29462","20190413"
"20190410","5호선","목동","21835","24842","20190413"
"20190410","5호선","신정(은행정)","15642","10798","20190413"
"20190410","5호선","까치산","34757","33074","20190413"
"20190410","5호선","화곡","35022","32298","20190413"
"20190410","5호선","우장산","19077","18814","20190413"
"20190410","5호선","발산","21830","21892","20190413"
"20190410","5호선","마곡","8037","7497","20190413"
"20190410","5호선","송정","10670","10090","20190413"
"20190410","5호선","김포공항","8221","6900","20190413"
"20190410","5호선","개화산","7060","6547","20190413"
"20190410","5호선","방화","8604","8070","20190413"
"20190410","4호선","남태령","1801","1401","20190413"
"20190410","4호선","사당","32563","28550","20190413"
"20190410","4호선","총신대입구(이수)","24173","26509","20190413"
"20190410","4호선","동작(현충원)","3313","3585","20190413"
"20190410","4호선","이촌(국립중앙박물관)","9723","10873","20190413"
"20190410","4호선","신용산","18423","19169","20190413"
"20190410","4호선","삼각지","5803","6434","20190413"
"20190410","4호선","숙대입구(갈월)","20452","19892","20190413"
"20190410","4호선","서울역","15956","23905","20190413"
"20190410","4호선","회현(남대문시장)","34590","37118","20190413"
"20190410","4호선","명동","41699","44138","20190413"
"20190410","4호선","충무로","40540","40717","20190413"
"20190410","4호선","동대문역사문화공원","23585","21735","20190413"
"20190410","4호선","동대문","26476","27256","20190413"
"20190410","4호선","혜화","43946","44590","20190413"
"20190410","4호선","한성대입구(삼선교)","19804","18856","20190413"
"20190410","4호선","성신여대입구(돈암)","28520","26709","20190413"
"20190410","4호선","길음","28877","28211","20190413"
"20190410","4호선","미아사거리","33285","32257","20190413"
"20190410","4호선","미아(서울사이버대학)","19916","18901","20190413"
"20190410","4호선","수유(강북구청)","42762","42285","20190413"
"20190410","4호선","쌍문","37125","33716","20190413"
"20190410","4호선","창동","32546","34492","20190413"
"20190410","4호선","노원","23805","26814","20190413"
"20190410","4호선","상계","24161","21818","20190413"
"20190410","4호선","당고개","14761","13511","20190413"
"20190410","3호선","오금","8025","7188","20190413"
"20190410","3호선","경찰병원","9535","9393","20190413"
"20190410","3호선","가락시장","11357","11122","20190413"
"20190410","3호선","수서","20410","20098","20190413"
"20190410","3호선","일원","12167","12247","20190413"
"20190410","3호선","대청","12325","11108","20190413"
"20190410","3호선","학여울","2469","2449","20190413"
"20190410","3호선","대치","13853","13855","20190413"
"20190410","3호선","도곡","7041","7057","20190413"
"20190410","3호선","매봉","14170","13607","20190413"
"20190410","3호선","양재(서초구청)","49195","52626","20190413"
"20190410","3호선","남부터미널(예술의전당)","36857","37485","20190413"
"20190410","3호선","교대(법원.검찰청)","18746","12450","20190413"
"20190410","3호선","고속터미널","52442","48408","20190413"
"20190410","3호선","잠원","7711","7347","20190413"
"20190410","3호선","신사","34634","36997","20190413"
"20190410","3호선","압구정","37585","40991","20190413"
"20190410","3호선","옥수","11177","11617","20190413"
"20190410","3호선","금호","9945","9131","20190413"
"20190410","3호선","약수","16415","15910","20190413"
"20190410","3호선","동대입구","14496","16601","20190413"
"20190410","3호선","충무로","1","0","20190413"
"20190410","3호선","을지로3가","13168","13680","20190413"
"20190410","3호선","종로3가","12598","15194","20190413"
"20190410","3호선","안국","27686","29273","20190413"
"20190410","3호선","경복궁(정부서울청사)","28153","28432","20190413"
"20190410","3호선","독립문","9405","9738","20190413"
"20190410","3호선","무악재","4714","4889","20190413"
"20190410","3호선","홍제","22828","21561","20190413"
"20190410","3호선","녹번","16389","14461","20190413"
"20190410","3호선","불광","21320","22900","20190413"
"20190410","3호선","연신내","46670","44152","20190413"
"20190410","3호선","구파발","24495","22501","20190413"
"20190410","3호선","지축","1253","1508","20190413"
"20190410","2호선","용두(동대문구청)","2630","2724","20190413"
"20190410","2호선","신정네거리","11416","11875","20190413"
"20190410","2호선","양천구청","8671","9002","20190413"
"20190410","2호선","도림천","1494","1659","20190413"
"20190410","2호선","신설동","4256","4254","20190413"
"20190410","2호선","신답","1857","2090","20190413"
"20190410","2호선","용답","3244","3398","20190413"
"20190410","2호선","충정로(경기대입구)","12837","13926","20190413"
"20190410","2호선","아현","12759","12456","20190413"
"20190410","2호선","이대","23925","25813","20190413"
"20190410","2호선","신촌","50027","51117","20190413"
"20190410","2호선","홍대입구","75043","78440","20190413"
"20190410","2호선","합정","35549","37700","20190413"
"20190410","2호선","당산","26290","29019","20190413"
"20190410","2호선","영등포구청","26801","27361","20190413"
"20190410","2호선","문래","24539","24713","20190413"
"20190410","2호선","신도림","65380","64264","20190413"
"20190410","2호선","대림(구로구청)","32001","33107","20190413"
"20190410","2호선","구로디지털단지","75263","75763","20190413"
"20190410","2호선","신대방","32514","31212","20190413"
"20190410","2호선","신림","77887","76354","20190413"
"20190410","2호선","봉천","28262","26150","20190413"
"20190410","2호선","서울대입구(관악구청)","60445","57717","20190413"
"20190410","2호선","낙성대","33731","33059","20190413"
